declarationId,senderReference,receiverReference,goodsCategoryCode,riskAssessmentCode,originCountry,declaredValue,weightKg
DEC-03794,SND-0249,RCV-0027,CAT-079,RISK-11,FI,50478.94,433.2
DEC-03795,SND-0016,RCV-0056,CAT-006,RISK-16,SE,50515.95,434.5
DEC-03796,SND-0033,RCV-0085,CAT-013,RISK-01,DE,50552.96,435.8
DEC-03797,SND-0050,RCV-0114,CAT-020,RISK-06,PL,50589.97,437.1
DEC-03798,SND-0067,RCV-0143,CAT-027,RISK-11,NL,50626.98,438.4
DEC-03799,SND-0084,RCV-0172,CAT-034,RISK-16,CN,50663.99,439.7
DEC-03800,SND-0101,RCV-0201,CAT-041,RISK-01,US,50700.00,441.0
DEC-03801,SND-0118,RCV-0230,CAT-048,RISK-06,EE,50737.01,442.3
DEC-03802,SND-0135,RCV-0009,CAT-055,RISK-11,LV,50774.02,443.6
DEC-03803,SND-0152,RCV-0038,CAT-062,RISK-16,LT,50811.03,444.9
DEC-03804,SND-0169,RCV-0067,CAT-069,RISK-01,FI,50848.04,446.2
DEC-03805,SND-0186,RCV-0096,CAT-076,RISK-06,SE,50885.05,447.5
DEC-03806,SND-0203,RCV-0125,CAT-003,RISK-11,DE,50922.06,448.8
DEC-03807,SND-0220,RCV-0154,CAT-010,RISK-16,PL,50959.07,450.1
DEC-03808,SND-0237,RCV-0183,CAT-017,RISK-01,NL,50996.08,451.4
DEC-03809,SND-0004,RCV-0212,CAT-024,RISK-06,CN,51033.09,452.7
DEC-03810,SND-0021,RCV-0241,CAT-031,RISK-11,US,51070.10,454.0
DEC-03811,SND-0038,RCV-0020,CAT-038,RISK-16,EE,51107.11,455.3
DEC-03812,SND-0055,RCV-0049,CAT-045,RISK-01,LV,51144.12,456.6
DEC-03813,SND-0072,RCV-0078,CAT-052,RISK-06,LT,51181.13,457.9
DEC-03814,SND-0089,RCV-0107,CAT-059,RISK-11,FI,51218.14,459.2
DEC-03815,SND-0106,RCV-0136,CAT-066,RISK-16,SE,51255.15,460.5
DEC-03816,SND-0123,RCV-0165,CAT-073,RISK-01,DE,51292.16,461.8
DEC-03817,SND-0140,RCV-0194,CAT-080,RISK-06,PL,51329.17,463.1
DEC-03818,SND-0157,RCV-0223,CAT-007,RISK-11,NL,51366.18,464.4
DEC-03819,SND-0174,RCV-0002,CAT-014,RISK-16,CN,51403.19,465.7
DEC-03820,SND-0191,RCV-0031,CAT-021,RISK-01,US,51440.20,467.0
DEC-03821,SND-0208,RCV-0060,CAT-028,RISK-06,EE,51477.21,468.3
DEC-03822,SND-0225,RCV-0089,CAT-035,RISK-11,LV,51514.22,469.6
DEC-03823,SND-0242,RCV-0118,CAT-042,RISK-16,LT,51551.23,470.9
DEC-03824,SND-0009,RCV-0147,CAT-049,RISK-01,FI,51588.24,472.2
DEC-03825,SND-0026,RCV-0176,CAT-056,RISK-06,SE,51625.25,473.5
DEC-03826,SND-0043,RCV-0205,CAT-063,RISK-11,DE,51662.26,474.8
DEC-03827,SND-0060,RCV-0234,CAT-070,RISK-16,PL,51699.27,476.1
DEC-03828,SND-0077,RCV-0013,CAT-077,RISK-01,NL,51736.28,477.4
DEC-03829,SND-0094,RCV-0042,CAT-004,RISK-06,CN,51773.29,478.7
DEC-03830,SND-0111,RCV-0071,CAT-011,RISK-11,US,51810.30,480.0
DEC-03831,SND-0128,RCV-0100,CAT-018,RISK-16,EE,51847.31,481.3
DEC-03832,SND-0145,RCV-0129,CAT-025,RISK-01,LV,51884.32,482.6
DEC-03833,SND-0162,RCV-0158,CAT-032,RISK-06,LT,51921.33,483.9
DEC-03834,SND-0179,RCV-0187,CAT-039,RISK-11,FI,51958.34,485.2
DEC-03835,SND-0196,RCV-0216,CAT-046,RISK-16,SE,51995.35,486.5
DEC-03836,SND-0213,RCV-0245,CAT-053,RISK-01,DE,52032.36,487.8
DEC-03837,SND-0230,RCV-0024,CAT-060,RISK-06,PL,52069.37,489.1
DEC-03838,SND-0247,RCV-0053,CAT-067,RISK-11,NL,52106.38,490.4
DEC-03839,SND-0014,RCV-0082,CAT-074,RISK-16,CN,52143.39,491.7
DEC-03840,SND-0031,RCV-0111,CAT-001,RISK-01,US,52180.40,493.0
DEC-03841,SND-0048,RCV-0140,CAT-008,RISK-06,EE,52217.41,494.3
DEC-03842,SND-0065,RCV-0169,CAT-015,RISK-11,LV,52254.42,495.6
DEC-03843,SND-0082,RCV-0198,CAT-022,RISK-16,LT,52291.43,496.9
DEC-03844,SND-0099,RCV-0227,CAT-029,RISK-01,FI,52328.44,498.2
DEC-03845,SND-0116,RCV-0006,CAT-036,RISK-06,SE,52365.45,499.5
DEC-03846,SND-0133,RCV-0035,CAT-043,RISK-11,DE,52402.46,500.8
DEC-03847,SND-0150,RCV-0064,CAT-050,RISK-16,PL,52439.47,2.1
DEC-03848,SND-0167,RCV-0093,CAT-057,RISK-01,NL,52476.48,3.4
DEC-03849,SND-0184,RCV-0122,CAT-064,RISK-06,CN,52513.49,4.7
DEC-03850,SND-0201,RCV-0151,CAT-071,RISK-11,US,52550.50,6.0
DEC-03851,SND-0218,RCV-0180,CAT-078,RISK-16,EE,52587.51,7.3
DEC-03852,SND-0235,RCV-0209,CAT-005,RISK-01,LV,52624.52,8.6
DEC-03853,SND-0002,RCV-0238,CAT-012,RISK-06,LT,52661.53,9.9
DEC-03854,SND-0019,RCV-0017,CAT-019,RISK-11,FI,52698.54,11.2
DEC-03855,SND-0036,RCV-0046,CAT-026,RISK-16,SE,52735.55,12.5
DEC-03856,SND-0053,RCV-0075,CAT-033,RISK-01,DE,52772.56,13.8
DEC-03857,SND-0070,RCV-0104,CAT-040,RISK-06,PL,52809.57,15.1
DEC-03858,SND-0087,RCV-0133,CAT-047,RISK-11,NL,52846.58,16.4
DEC-03859,SND-0104,RCV-0162,CAT-054,RISK-16,CN,52883.59,17.7
DEC-03860,SND-0121,RCV-0191,CAT-061,RISK-01,US,52920.60,19.0
DEC-03861,SND-0138,RCV-0220,CAT-068,RISK-06,EE,52957.61,20.3
DEC-03862,SND-0155,RCV-0249,CAT-075,RISK-11,LV,52994.62,21.6
DEC-03863,SND-0172,RCV-0028,CAT-002,RISK-16,LT,53031.63,22.9
DEC-03864,SND-0189,RCV-0057,CAT-009,RISK-01,FI,53068.64,24.2
DEC-03865,SND-0206,RCV-0086,CAT-016,RISK-06,SE,53105.65,25.5
DEC-03866,SND-0223,RCV-0115,CAT-023,RISK-11,DE,53142.66,26.8
DEC-03867,SND-0240,RCV-0144,CAT-030,RISK-16,PL,53179.67,28.1
DEC-03868,SND-0007,RCV-0173,CAT-037,RISK-01,NL,53216.68,29.4
DEC-03869,SND-0024,RCV-0202,CAT-044,RISK-06,CN,53253.69,30.7
DEC-03870,SND-0041,RCV-0231,CAT-051,RISK-11,US,53290.70,32.0
DEC-03871,SND-0058,RCV-0010,CAT-058,RISK-16,EE,53327.71,33.3
DEC-03872,SND-0075,RCV-0039,CAT-065,RISK-01,LV,53364.72,34.6
DEC-03873,SND-0092,RCV-0068,CAT-072,RISK-06,LT,53401.73,35.9
DEC-03874,SND-0109,RCV-0097,CAT-079,RISK-11,FI,53438.74,37.2
DEC-03875,SND-0126,RCV-0126,CAT-006,RISK-16,SE,53475.75,38.5
DEC-03876,SND-0143,RCV-0155,CAT-013,RISK-01,DE,53512.76,39.8
DEC-03877,SND-0160,RCV-0184,CAT-020,RISK-06,PL,53549.77,41.1
DEC-03878,SND-0177,RCV-0213,CAT-027,RISK-11,NL,53586.78,42.4
DEC-03879,SND-0194,RCV-0242,CAT-034,RISK-16,CN,53623.79,43.7
DEC-03880,SND-0211,RCV-0021,CAT-041,RISK-01,US,53660.80,45.0
DEC-03881,SND-0228,RCV-0050,CAT-048,RISK-06,EE,53697.81,46.3
DEC-03882,SND-0245,RCV-0079,CAT-055,RISK-11,LV,53734.82,47.6
DEC-03883,SND-0012,RCV-0108,CAT-062,RISK-16,LT,53771.83,48.9
DEC-03884,SND-0029,RCV-0137,CAT-069,RISK-01,FI,53808.84,50.2
DEC-03885,SND-0046,RCV-0166,CAT-076,RISK-06,SE,53845.85,51.5
DEC-03886,SND-0063,RCV-0195,CAT-003,RISK-11,DE,53882.86,52.8
DEC-03887,SND-0080,RCV-0224,CAT-010,RISK-16,PL,53919.87,54.1
DEC-03888,SND-0097,RCV-0003,CAT-017,RISK-01,NL,53956.88,55.4
DEC-03889,SND-0114,RCV-0032,CAT-024,RISK-06,CN,53993.89,56.7
DEC-03890,SND-0131,RCV-0061,CAT-031,RISK-11,US,54030.90,58.0
DEC-03891,SND-0148,RCV-0090,CAT-038,RISK-16,EE,54067.91,59.3
DEC-03892,SND-0165,RCV-0119,CAT-045,RISK-01,LV,54104.92,60.6
DEC-03893,SND-0182,RCV-0148,CAT-052,RISK-06,LT,54141.93,61.9
DEC-03894,SND-0199,RCV-0177,CAT-059,RISK-11,FI,54178.94,63.2
DEC-03895,SND-0216,RCV-0206,CAT-066,RISK-16,SE,54215.95,64.5
DEC-03896,SND-0233,RCV-0235,CAT-073,RISK-01,DE,54252.96,65.8
DEC-03897,SND-0250,RCV-0014,CAT-080,RISK-06,PL,54289.97,67.1
DEC-03898,SND-0017,RCV-0043,CAT-007,RISK-11,NL,54326.98,68.4
DEC-03899,SND-0034,RCV-0072,CAT-014,RISK-16,CN,54363.99,69.7
DEC-03900,SND-0051,RCV-0101,CAT-021,RISK-01,US,54400.00,71.0
DEC-03901,SND-0068,RCV-0130,CAT-028,RISK-06,EE,54437.01,72.3
DEC-03902,SND-0085,RCV-0159,CAT-035,RISK-11,LV,54474.02,73.6
DEC-03903,SND-0102,RCV-0188,CAT-042,RISK-16,LT,54511.03,74.9
DEC-03904,SND-0119,RCV-0217,CAT-049,RISK-01,FI,54548.04,76.2
DEC-03905,SND-0136,RCV-0246,CAT-056,RISK-06,SE,54585.05,77.5
DEC-03906,SND-0153,RCV-0025,CAT-063,RISK-11,DE,54622.06,78.8
DEC-03907,SND-0170,RCV-0054,CAT-070,RISK-16,PL,54659.07,80.1
DEC-03908,SND-0187,RCV-0083,CAT-077,RISK-01,NL,54696.08,81.4
DEC-03909,SND-0204,RCV-0112,CAT-004,RISK-06,CN,54733.09,82.7
DEC-03910,SND-0221,RCV-0141,CAT-011,RISK-11,US,54770.10,84.0
DEC-03911,SND-0238,RCV-0170,CAT-018,RISK-16,EE,54807.11,85.3
DEC-03912,SND-0005,RCV-0199,CAT-025,RISK-01,LV,54844.12,86.6
DEC-03913,SND-0022,RCV-0228,CAT-032,RISK-06,LT,54881.13,87.9
DEC-03914,SND-0039,RCV-0007,CAT-039,RISK-11,FI,54918.14,89.2
DEC-03915,SND-0056,RCV-0036,CAT-046,RISK-16,SE,54955.15,90.5
DEC-03916,SND-0073,RCV-0065,CAT-053,RISK-01,DE,54992.16,91.8
DEC-03917,SND-0090,RCV-0094,CAT-060,RISK-06,PL,55029.17,93.1
DEC-03918,SND-0107,RCV-0123,CAT-067,RISK-11,NL,55066.18,94.4
DEC-03919,SND-0124,RCV-0152,CAT-074,RISK-16,CN,55103.19,95.7
DEC-03920,SND-0141,RCV-0181,CAT-001,RISK-01,US,55140.20,97.0
DEC-03921,SND-0158,RCV-0210,CAT-008,RISK-06,EE,55177.21,98.3
DEC-03922,SND-0175,RCV-0239,CAT-015,RISK-11,LV,55214.22,99.6
DEC-03923,SND-0192,RCV-0018,CAT-022,RISK-16,LT,55251.23,100.9
DEC-03924,SND-0209,RCV-0047,CAT-029,RISK-01,FI,55288.24,102.2
DEC-03925,SND-0226,RCV-0076,CAT-036,RISK-06,SE,55325.25,103.5
DEC-03926,SND-0243,RCV-0105,CAT-043,RISK-11,DE,55362.26,104.8
DEC-03927,SND-0010,RCV-0134,CAT-050,RISK-16,PL,55399.27,106.1
DEC-03928,SND-0027,RCV-0163,CAT-057,RISK-01,NL,55436.28,107.4
DEC-03929,SND-0044,RCV-0192,CAT-064,RISK-06,CN,55473.29,108.7
DEC-03930,SND-0061,RCV-0221,CAT-071,RISK-11,US,55510.30,110.0
DEC-03931,SND-0078,RCV-0250,CAT-078,RISK-16,EE,55547.31,111.3
DEC-03932,SND-0095,RCV-0029,CAT-005,RISK-01,LV,55584.32,112.6
DEC-03933,SND-0112,RCV-0058,CAT-012,RISK-06,LT,55621.33,113.9
DEC-03934,SND-0129,RCV-0087,CAT-019,RISK-11,FI,55658.34,115.2
DEC-03935,SND-0146,RCV-0116,CAT-026,RISK-16,SE,55695.35,116.5
DEC-03936,SND-0163,RCV-0145,CAT-033,RISK-01,DE,55732.36,117.8
DEC-03937,SND-0180,RCV-0174,CAT-040,RISK-06,PL,55769.37,119.1
DEC-03938,SND-0197,RCV-0203,CAT-047,RISK-11,NL,55806.38,120.4
DEC-03939,SND-0214,RCV-0232,CAT-054,RISK-16,CN,55843.39,121.7
DEC-03940,SND-0231,RCV-0011,CAT-061,RISK-01,US,55880.40,123.0
DEC-03941,SND-0248,RCV-0040,CAT-068,RISK-06,EE,55917.41,124.3
DEC-03942,SND-0015,RCV-0069,CAT-075,RISK-11,LV,55954.42,125.6
DEC-03943,SND-0032,RCV-0098,CAT-002,RISK-16,LT,55991.43,126.9
DEC-03944,SND-0049,RCV-0127,CAT-009,RISK-01,FI,56028.44,128.2
DEC-03945,SND-0066,RCV-0156,CAT-016,RISK-06,SE,56065.45,129.5
DEC-03946,SND-0083,RCV-0185,CAT-023,RISK-11,DE,56102.46,130.8
DEC-03947,SND-0100,RCV-0214,CAT-030,RISK-16,PL,56139.47,132.1
DEC-03948,SND-0117,RCV-0243,CAT-037,RISK-01,NL,56176.48,133.4
DEC-03949,SND-0134,RCV-0022,CAT-044,RISK-06,CN,56213.49,134.7
DEC-03950,SND-0151,RCV-0051,CAT-051,RISK-11,US,56250.50,136.0
DEC-03951,SND-0168,RCV-0080,CAT-058,RISK-16,EE,56287.51,137.3
DEC-03952,SND-0185,RCV-0109,CAT-065,RISK-01,LV,56324.52,138.6
DEC-03953,SND-0202,RCV-0138,CAT-072,RISK-06,LT,56361.53,139.9
DEC-03954,SND-0219,RCV-0167,CAT-079,RISK-11,FI,56398.54,141.2
DEC-03955,SND-0236,RCV-0196,CAT-006,RISK-16,SE,56435.55,142.5
DEC-03956,SND-0003,RCV-0225,CAT-013,RISK-01,DE,56472.56,143.8
DEC-03957,SND-0020,RCV-0004,CAT-020,RISK-06,PL,56509.57,145.1
DEC-03958,SND-0037,RCV-0033,CAT-027,RISK-11,NL,56546.58,146.4
DEC-03959,SND-0054,RCV-0062,CAT-034,RISK-16,CN,56583.59,147.7
DEC-03960,SND-0071,RCV-0091,CAT-041,RISK-01,US,56620.60,149.0
DEC-03961,SND-0088,RCV-0120,CAT-048,RISK-06,EE,56657.61,150.3
DEC-03962,SND-0105,RCV-0149,CAT-055,RISK-11,LV,56694.62,151.6
DEC-03963,SND-0122,RCV-0178,CAT-062,RISK-16,LT,56731.63,152.9
DEC-03964,SND-0139,RCV-0207,CAT-069,RISK-01,FI,56768.64,154.2
DEC-03965,SND-0156,RCV-0236,CAT-076,RISK-06,SE,56805.65,155.5
DEC-03966,SND-0173,RCV-0015,CAT-003,RISK-11,DE,56842.66,156.8
DEC-03967,SND-0190,RCV-0044,CAT-010,RISK-16,PL,56879.67,158.1
DEC-03968,SND-0207,RCV-0073,CAT-017,RISK-01,NL,56916.68,159.4
DEC-03969,SND-0224,RCV-0102,CAT-024,RISK-06,CN,56953.69,160.7
DEC-03970,SND-0241,RCV-0131,CAT-031,RISK-11,US,56990.70,162.0
DEC-03971,SND-0008,RCV-0160,CAT-038,RISK-16,EE,57027.71,163.3
DEC-03972,SND-0025,RCV-0189,CAT-045,RISK-01,LV,57064.72,164.6
DEC-03973,SND-0042,RCV-0218,CAT-052,RISK-06,LT,57101.73,165.9
DEC-03974,SND-0059,RCV-0247,CAT-059,RISK-11,FI,57138.74,167.2
DEC-03975,SND-0076,RCV-0026,CAT-066,RISK-16,SE,57175.75,168.5
DEC-03976,SND-0093,RCV-0055,CAT-073,RISK-01,DE,57212.76,169.8
DEC-03977,SND-0110,RCV-0084,CAT-080,RISK-06,PL,57249.77,171.1
DEC-03978,SND-0127,RCV-0113,CAT-007,RISK-11,NL,57286.78,172.4
DEC-03979,SND-0144,RCV-0142,CAT-014,RISK-16,CN,57323.79,173.7
DEC-03980,SND-0161,RCV-0171,CAT-021,RISK-01,US,57360.80,175.0
DEC-03981,SND-0178,RCV-0200,CAT-028,RISK-06,EE,57397.81,176.3
DEC-03982,SND-0195,RCV-0229,CAT-035,RISK-11,LV,57434.82,177.6
DEC-03983,SND-0212,RCV-0008,CAT-042,RISK-16,LT,57471.83,178.9
DEC-03984,SND-0229,RCV-0037,CAT-049,RISK-01,FI,57508.84,180.2
DEC-03985,SND-0246,RCV-0066,CAT-056,RISK-06,SE,57545.85,181.5
DEC-03986,SND-0013,RCV-0095,CAT-063,RISK-11,DE,57582.86,182.8
DEC-03987,SND-0030,RCV-0124,CAT-070,RISK-16,PL,57619.87,184.1
DEC-03988,SND-0047,RCV-0153,CAT-077,RISK-01,NL,57656.88,185.4
DEC-03989,SND-0064,RCV-0182,CAT-004,RISK-06,CN,57693.89,186.7
DEC-03990,SND-0081,RCV-0211,CAT-011,RISK-11,US,57730.90,188.0
DEC-03991,SND-0098,RCV-0240,CAT-018,RISK-16,EE,57767.91,189.3
DEC-03992,SND-0115,RCV-0019,CAT-025,RISK-01,LV,57804.92,190.6
DEC-03993,SND-0132,RCV-0048,CAT-032,RISK-06,LT,57841.93,191.9
DEC-03994,SND-0149,RCV-0077,CAT-039,RISK-11,FI,57878.94,193.2
DEC-03995,SND-0166,RCV-0106,CAT-046,RISK-16,SE,57915.95,194.5
DEC-03996,SND-0183,RCV-0135,CAT-053,RISK-01,DE,57952.96,195.8
DEC-03997,SND-0200,RCV-0164,CAT-060,RISK-06,PL,57989.97,197.1
DEC-03998,SND-0217,RCV-0193,CAT-067,RISK-11,NL,58026.98,198.4
DEC-03999,SND-0234,RCV-0222,CAT-074,RISK-16,CN,58063.99,199.7
DEC-04000,SND-0001,RCV-0001,CAT-001,RISK-01,US,58100.00,201.0
DEC-04001,SND-0018,RCV-0030,CAT-008,RISK-06,EE,58137.01,202.3
DEC-04002,SND-0035,RCV-0059,CAT-015,RISK-11,LV,58174.02,203.6
DEC-04003,SND-0052,RCV-0088,CAT-022,RISK-16,LT,58211.03,204.9
DEC-04004,SND-0069,RCV-0117,CAT-029,RISK-01,FI,58248.04,206.2
DEC-04005,SND-0086,RCV-0146,CAT-036,RISK-06,SE,58285.05,207.5
DEC-04006,SND-0103,RCV-0175,CAT-043,RISK-11,DE,58322.06,208.8
DEC-04007,SND-0120,RCV-0204,CAT-050,RISK-16,PL,58359.07,210.1
DEC-04008,SND-0137,RCV-0233,CAT-057,RISK-01,NL,58396.08,211.4
DEC-04009,SND-0154,RCV-0012,CAT-064,RISK-06,CN,58433.09,212.7
DEC-04010,SND-0171,RCV-0041,CAT-071,RISK-11,US,58470.10,214.0
DEC-04011,SND-0188,RCV-0070,CAT-078,RISK-16,EE,58507.11,215.3
DEC-04012,SND-0205,RCV-0099,CAT-005,RISK-01,LV,58544.12,216.6
DEC-04013,SND-0222,RCV-0128,CAT-012,RISK-06,LT,58581.13,217.9
DEC-04014,SND-0239,RCV-0157,CAT-019,RISK-11,FI,58618.14,219.2
DEC-04015,SND-0006,RCV-0186,CAT-026,RISK-16,SE,58655.15,220.5
DEC-04016,SND-0023,RCV-0215,CAT-033,RISK-01,DE,58692.16,221.8
DEC-04017,SND-0040,RCV-0244,CAT-040,RISK-06,PL,58729.17,223.1
DEC-04018,SND-0057,RCV-0023,CAT-047,RISK-11,NL,58766.18,224.4
DEC-04019,SND-0074,RCV-0052,CAT-054,RISK-16,CN,58803.19,225.7
DEC-04020,SND-0091,RCV-0081,CAT-061,RISK-01,US,58840.20,227.0
DEC-04021,SND-0108,RCV-0110,CAT-068,RISK-06,EE,58877.21,228.3
DEC-04022,SND-0125,RCV-0139,CAT-075,RISK-11,LV,58914.22,229.6
DEC-04023,SND-0142,RCV-0168,CAT-002,RISK-16,LT,58951.23,230.9
DEC-04024,SND-0159,RCV-0197,CAT-009,RISK-01,FI,58988.24,232.2
DEC-04025,SND-0176,RCV-0226,CAT-016,RISK-06,SE,59025.25,233.5
DEC-04026,SND-0193,RCV-0005,CAT-023,RISK-11,DE,59062.26,234.8
DEC-04027,SND-0210,RCV-0034,CAT-030,RISK-16,PL,59099.27,236.1
DEC-04028,SND-0227,RCV-0063,CAT-037,RISK-01,NL,59136.28,237.4
DEC-04029,SND-0244,RCV-0092,CAT-044,RISK-06,CN,59173.29,238.7
DEC-04030,SND-0011,RCV-0121,CAT-051,RISK-11,US,59210.30,240.0
DEC-04031,SND-0028,RCV-0150,CAT-058,RISK-16,EE,59247.31,241.3
DEC-04032,SND-0045,RCV-0179,CAT-065,RISK-01,LV,59284.32,242.6
DEC-04033,SND-0062,RCV-0208,CAT-072,RISK-06,LT,59321.33,243.9
DEC-04034,SND-0079,RCV-0237,CAT-079,RISK-11,FI,59358.34,245.2
DEC-04035,SND-0096,RCV-0016,CAT-006,RISK-16,SE,59395.35,246.5
DEC-04036,SND-0113,RCV-0045,CAT-013,RISK-01,DE,59432.36,247.8
DEC-04037,SND-0130,RCV-0074,CAT-020,RISK-06,PL,59469.37,249.1
DEC-04038,SND-0147,RCV-0103,CAT-027,RISK-11,NL,59506.38,250.4
DEC-04039,SND-0164,RCV-0132,CAT-034,RISK-16,CN,59543.39,251.7
DEC-04040,SND-0181,RCV-0161,CAT-041,RISK-01,US,59580.40,253.0
DEC-04041,SND-0198,RCV-0190,CAT-048,RISK-06,EE,59617.41,254.3
DEC-04042,SND-0215,RCV-0219,CAT-055,RISK-11,LV,59654.42,255.6
DEC-04043,SND-0232,RCV-0248,CAT-062,RISK-16,LT,59691.43,256.9
DEC-04044,SND-0249,RCV-0027,CAT-069,RISK-01,FI,59728.44,258.2
DEC-04045,SND-0016,RCV-0056,CAT-076,RISK-06,SE,59765.45,259.5
DEC-04046,SND-0033,RCV-0085,CAT-003,RISK-11,DE,59802.46,260.8
DEC-04047,SND-0050,RCV-0114,CAT-010,RISK-16,PL,59839.47,262.1
DEC-04048,SND-0067,RCV-0143,CAT-017,RISK-01,NL,59876.48,263.4
DEC-04049,SND-0084,RCV-0172,CAT-024,RISK-06,CN,59913.49,264.7
DEC-04050,SND-0101,RCV-0201,CAT-031,RISK-11,US,59950.50,266.0
DEC-04051,SND-0118,RCV-0230,CAT-038,RISK-16,EE,59987.51,267.3
DEC-04052,SND-0135,RCV-0009,CAT-045,RISK-01,LV,60024.52,268.6
DEC-04053,SND-0152,RCV-0038,CAT-052,RISK-06,LT,60061.53,269.9
DEC-04054,SND-0169,RCV-0067,CAT-059,RISK-11,FI,60098.54,271.2
DEC-04055,SND-0186,RCV-0096,CAT-066,RISK-16,SE,60135.55,272.5
DEC-04056,SND-0203,RCV-0125,CAT-073,RISK-01,DE,60172.56,273.8
DEC-04057,SND-0220,RCV-0154,CAT-080,RISK-06,PL,60209.57,275.1
DEC-04058,SND-0237,RCV-0183,CAT-007,RISK-11,NL,60246.58,276.4
DEC-04059,SND-0004,RCV-0212,CAT-014,RISK-16,CN,60283.59,277.7
DEC-04060,SND-0021,RCV-0241,CAT-021,RISK-01,US,60320.60,279.0
DEC-04061,SND-0038,RCV-0020,CAT-028,RISK-06,EE,60357.61,280.3
DEC-04062,SND-0055,RCV-0049,CAT-035,RISK-11,LV,60394.62,281.6
DEC-04063,SND-0072,RCV-0078,CAT-042,RISK-16,LT,60431.63,282.9
DEC-04064,SND-0089,RCV-0107,CAT-049,RISK-01,FI,60468.64,284.2
DEC-04065,SND-0106,RCV-0136,CAT-056,RISK-06,SE,60505.65,285.5
DEC-04066,SND-0123,RCV-0165,CAT-063,RISK-11,DE,60542.66,286.8
DEC-04067,SND-0140,RCV-0194,CAT-070,RISK-16,PL,60579.67,288.1
DEC-04068,SND-0157,RCV-0223,CAT-077,RISK-01,NL,60616.68,289.4
DEC-04069,SND-0174,RCV-0002,CAT-004,RISK-06,CN,60653.69,290.7
DEC-04070,SND-0191,RCV-0031,CAT-011,RISK-11,US,60690.70,292.0
DEC-04071,SND-0208,RCV-0060,CAT-018,RISK-16,EE,60727.71,293.3
DEC-04072,SND-0225,RCV-0089,CAT-025,RISK-01,LV,60764.72,294.6
DEC-04073,SND-0242,RCV-0118,CAT-032,RISK-06,LT,60801.73,295.9
DEC-04074,SND-0009,RCV-0147,CAT-039,RISK-11,FI,60838.74,297.2
DEC-04075,SND-0026,RCV-0176,CAT-046,RISK-16,SE,60875.75,298.5
DEC-04076,SND-0043,RCV-0205,CAT-053,RISK-01,DE,60912.76,299.8
DEC-04077,SND-0060,RCV-0234,CAT-060,RISK-06,PL,60949.77,301.1
DEC-04078,SND-0077,RCV-0013,CAT-067,RISK-11,NL,60986.78,302.4
DEC-04079,SND-0094,RCV-0042,CAT-074,RISK-16,CN,61023.79,303.7
DEC-04080,SND-0111,RCV-0071,CAT-001,RISK-01,US,61060.80,305.0
DEC-04081,SND-0128,RCV-0100,CAT-008,RISK-06,EE,61097.81,306.3
DEC-04082,SND-0145,RCV-0129,CAT-015,RISK-11,LV,61134.82,307.6
DEC-04083,SND-0162,RCV-0158,CAT-022,RISK-16,LT,61171.83,308.9
DEC-04084,SND-0179,RCV-0187,CAT-029,RISK-01,FI,61208.84,310.2
DEC-04085,SND-0196,RCV-0216,CAT-036,RISK-06,SE,61245.85,311.5
DEC-04086,SND-0213,RCV-0245,CAT-043,RISK-11,DE,61282.86,312.8
DEC-04087,SND-0230,RCV-0024,CAT-050,RISK-16,PL,61319.87,314.1
DEC-04088,SND-0247,RCV-0053,CAT-057,RISK-01,NL,61356.88,315.4
DEC-04089,SND-0014,RCV-0082,CAT-064,RISK-06,CN,61393.89,316.7
DEC-04090,SND-0031,RCV-0111,CAT-071,RISK-11,US,61430.90,318.0
DEC-04091,SND-0048,RCV-0140,CAT-078,RISK-16,EE,61467.91,319.3
DEC-04092,SND-0065,RCV-0169,CAT-005,RISK-01,LV,61504.92,320.6
DEC-04093,SND-0082,RCV-0198,CAT-012,RISK-06,LT,61541.93,321.9
DEC-04094,SND-0099,RCV-0227,CAT-019,RISK-11,FI,61578.94,323.2
DEC-04095,SND-0116,RCV-0006,CAT-026,RISK-16,SE,61615.95,324.5
DEC-04096,SND-0133,RCV-0035,CAT-033,RISK-01,DE,61652.96,325.8
DEC-04097,SND-0150,RCV-0064,CAT-040,RISK-06,PL,61689.97,327.1
DEC-04098,SND-0167,RCV-0093,CAT-047,RISK-11,NL,61726.98,328.4
DEC-04099,SND-0184,RCV-0122,CAT-054,RISK-16,CN,61763.99,329.7
DEC-04100,SND-0201,RCV-0151,CAT-061,RISK-01,US,61800.00,331.0
DEC-04101,SND-0218,RCV-0180,CAT-068,RISK-06,EE,61837.01,332.3
DEC-04102,SND-0235,RCV-0209,CAT-075,RISK-11,LV,61874.02,333.6
DEC-04103,SND-0002,RCV-0238,CAT-002,RISK-16,LT,61911.03,334.9
DEC-04104,SND-0019,RCV-0017,CAT-009,RISK-01,FI,61948.04,336.2
DEC-04105,SND-0036,RCV-0046,CAT-016,RISK-06,SE,61985.05,337.5
DEC-04106,SND-0053,RCV-0075,CAT-023,RISK-11,DE,62022.06,338.8
DEC-04107,SND-0070,RCV-0104,CAT-030,RISK-16,PL,62059.07,340.1
DEC-04108,SND-0087,RCV-0133,CAT-037,RISK-01,NL,62096.08,341.4
DEC-04109,SND-0104,RCV-0162,CAT-044,RISK-06,CN,62133.09,342.7
DEC-04110,SND-0121,RCV-0191,CAT-051,RISK-11,US,62170.10,344.0
